"year","name","team_id","bat_side","total_pa","pa_shifts","pa_shift_percent","woba_shift","pa_non_shifts","pa_non_shift_percent","woba_non_shift"
2021,"Wisdom, Patrick",112,"R",373,117,"31.4",".377",256,"68.6",".330"
2021,"Heyward, Jason",112,"L",348,250,"71.8",".249",98,"28.2",".344"
2021,"Ortega, Rafael",112,"L",329,152,"46.2",".356",177,"53.8",".354"
2021,"Schwindel, Frank",112,"R",257,23,"8.9",".347",234,"91.1",".409"
2021,"Sogard, Eric",112,"L",179,41,"22.9",".295",138,"77.1",".249"
2021,"Happ, Ian",112,"L",406,233,"57.4",".323",173,"42.6",".356"
2021,"Alcántara, Sergio",112,"L",170,45,"26.5",".330",125,"73.5",".295"
2021,"Conforto, Michael",121,"L",474,308,"65.0",".314",166,"35.0",".328"
2021,"Lindor, Francisco",121,"L",357,89,"24.9",".319",268,"75.1",".321"
2021,"Báez, Javier",121,"R",540,58,"10.7",".475",482,"89.3",".330"
2021,"Alonso, Pete",121,"R",629,237,"37.7",".349",392,"62.3",".370"
2021,"Pillar, Kevin",121,"R",346,59,"17.1",".294",287,"82.9",".299"
2021,"McNeil, Jeff",121,"L",424,181,"42.7",".335",243,"57.3",".275"
2021,"Mazeika, Patrick",121,"L",86,58,"67.4",".201",28,"32.6",".284"
2021,"Sisco, Chance",121,"L",82,64,"78.0",".216",18,"22.0",".178"
2021,"Nimmo, Brandon",121,"L",384,124,"32.3",".415",260,"67.7",".350"
2021,"Drury, Brandon",121,"R",88,23,"26.1",".448",65,"73.9",".293"
2021,"McCann, James",121,"R",411,79,"19.2",".259",332,"80.8",".287"
2021,"Villar, Jonathan",121,"R",157,20,"12.7",".438",137,"87.3",".298"
2021,"Villar, Jonathan",121,"L",344,56,"16.3",".258",288,"83.7",".336"
2021,"Smith, Dominic",121,"L",489,294,"60.1",".261",195,"39.9",".327"
2021,"Lindor, Francisco",121,"R",163,23,"14.1",".362",140,"85.9",".299"
2021,"Wendle, Joey",139,"L",493,86,"17.4",".318",407,"82.6",".310"
2021,"Phillips, Brett",139,"L",288,179,"62.2",".302",109,"37.8",".328"
2021,"Franco, Wander",139,"L",196,79,"40.3",".288",117,"59.7",".307"
2021,"Kiermaier, Kevin",139,"L",385,166,"43.1",".337",219,"56.9",".294"
2021,"Meadows, Austin",139,"L",582,436,"74.9",".304",146,"25.1",".402"
2021,"Luplow, Jordan",139,"R",193,92,"47.7",".295",101,"52.3",".376"
2021,"Choi, Ji Man",139,"L",303,232,"76.6",".330",71,"23.4",".357"
2021,"Zunino, Mike",139,"R",370,296,"80.0",".390",74,"20.0",".247"
2021,"Arozarena, Randy",139,"R",593,30,"5.1",".340",563,"94.9",".352"
2021,"Cruz, Nelson",139,"R",570,62,"10.9",".312",508,"89.1",".352"
2021,"Mejía, Francisco",139,"L",160,129,"80.6",".306",31,"19.4",".343"
2021,"Lowe, Brandon",139,"L",604,472,"78.1",".358",132,"21.9",".366"
2021,"Brosseau, Mike",139,"R",166,29,"17.5",".257",137,"82.5",".268"
2021,"Schrock, Max",113,"L",133,70,"52.6",".373",63,"47.4",".280"
