"year","name","team_id","bat_side","total_pa","pa_shifts","pa_shift_percent","woba_shift","pa_non_shifts","pa_non_shift_percent","woba_non_shift"
2022,"Schwindel, Frank",112,"R",288,43,"14.9",".242",245,"85.1",".288"
2022,"Rivas III, Alfonso",112,"L",286,62,"21.7",".305",224,"78.3",".279"
2022,"Wisdom, Patrick",112,"R",527,222,"42.1",".338",305,"57.9",".300"
2022,"Happ, Ian",112,"L",495,307,"62.0",".330",188,"38.0",".338"
2022,"Reyes, Franmil",112,"R",473,84,"17.8",".352",389,"82.2",".264"
2022,"Contreras, Willson",112,"R",481,38,"7.9",".232",443,"92.1",".369"
2022,"McKinstry, Zach",112,"L",185,71,"38.4",".302",114,"61.6",".267"
2022,"Velázquez, Nelson",112,"R",202,56,"27.7",".333",146,"72.3",".277"
2022,"Ortega, Rafael",112,"L",368,173,"47.0",".303",195,"53.0",".308"
2022,"Heyward, Jason",112,"L",150,103,"68.7",".290",47,"31.3",".179"
2022,"Morel, Christopher",112,"R",422,104,"24.6",".292",318,"75.4",".336"
2022,"Nimmo, Brandon",121,"L",672,103,"15.3",".321",569,"84.7",".357"
2022,"Marte, Starling",121,"R",505,20,"4.0",".418",485,"96.0",".352"
2022,"Escobar, Eduardo",121,"L",367,284,"77.4",".291",83,"22.6",".300"
2022,"Escobar, Eduardo",121,"R",172,43,"25.0",".328",129,"75.0",".358"
2022,"Alonso, Pete",121,"R",668,275,"41.2",".331",393,"58.8",".391"
2022,"Ruf, Darin",121,"R",385,152,"39.5",".321",233,"60.5",".269"
2022,"Mazeika, Patrick",121,"L",72,59,"81.9",".177",13,"18.1",".421"
2022,"Lindor, Francisco",121,"L",496,304,"61.3",".350",192,"38.7",".331"
2022,"Naquin, Tyler",121,"L",332,135,"40.7",".254",197,"59.3",".337"
2022,"Vogelbach, Daniel",121,"L",458,350,"76.4",".368",108,"23.6",".279"
2022,"McNeil, Jeff",121,"L",588,130,"22.1",".397",458,"77.9",".356"
2022,"Pérez, Michael",121,"L",132,108,"81.8",".203",24,"18.2",".341"
2022,"Canha, Mark",121,"R",541,129,"23.8",".285",412,"76.2",".362"
2022,"Smith, Dominic",121,"L",152,107,"70.4",".208",45,"29.6",".364"
2022,"Franco, Wander",139,"L",272,139,"51.1",".344",133,"48.9",".293"
2022,"Paredes, Isaac",139,"R",381,59,"15.5",".396",322,"84.5",".310"
2022,"Aranda, Jonathan",139,"L",86,38,"44.2",".227",48,"55.8",".293"
2022,"Arozarena, Randy",139,"R",643,20,"3.1",".167",623,"96.9",".341"
2022,"Lowe, Josh",139,"L",197,38,"19.3",".194",159,"80.7",".296"
2022,"Raley, Luke",139,"L",72,37,"51.4",".176",35,"48.6",".372"
2022,"Walls, Taylor",139,"L",329,124,"37.7",".240",205,"62.3",".259"
2022,"Choi, Ji Man",139,"L",416,349,"83.9",".304",67,"16.1",".415"
2022,"Zunino, Mike",139,"R",123,80,"65.0",".219",43,"35.0",".218"
2022,"Walls, Taylor",139,"R",137,51,"37.2",".281",86,"62.8",".237"
2022,"Bethancourt, Christian",139,"R",333,39,"11.7",".309",294,"88.3",".300"
2022,"Lowe, Brandon",139,"L",266,227,"85.3",".297",39,"14.7",".362"
