"year","name","team_id","bat_side","total_pa","pa_shifts","pa_shift_percent","woba_shift","pa_non_shifts","pa_non_shift_percent","woba_non_shift"
2020,"Happ, Ian",112,"L",172,133,"77.3",".365",39,"22.7",".451"
2020,"Bryant, Kris",112,"R",147,79,"53.7",".345",68,"46.3",".216"
2020,"Caratini, Victor",112,"L",101,23,"22.8",".276",78,"77.2",".265"
2020,"Heyward, Jason",112,"L",180,116,"64.4",".362",64,"35.6",".378"
2020,"Rizzo, Anthony",112,"L",239,200,"83.7",".347",39,"16.3",".222"
2020,"Báez, Javier",112,"R",234,38,"16.2",".251",196,"83.8",".252"
2020,"Kipnis, Jason",112,"L",135,90,"66.7",".351",45,"33.3",".274"
2020,"Schwarber, Kyle",112,"L",223,183,"82.1",".300",40,"17.9",".337"
2020,"Smith, Dominic",121,"L",197,100,"50.8",".442",97,"49.2",".389"
2020,"Alonso, Pete",121,"R",234,100,"42.7",".424",134,"57.3",".284"
2020,"McNeil, Jeff",121,"L",207,81,"39.1",".344",126,"60.9",".369"
2020,"Davis, J.D.",121,"R",228,43,"18.9",".369",185,"81.1",".332"
2020,"Nimmo, Brandon",121,"L",225,69,"30.7",".400",156,"69.3",".381"
2020,"Frazier, Todd",121,"R",171,92,"53.8",".306",79,"46.2",".296"
2020,"Canó, Robinson",121,"L",181,40,"22.1",".440",141,"77.9",".359"
2020,"Conforto, Michael",121,"L",233,118,"50.6",".430",115,"49.4",".371"
2020,"Pérez, Michael",139,"L",93,62,"66.7",".171",31,"33.3",".308"
2020,"Meadows, Austin",139,"L",152,89,"58.6",".273",63,"41.4",".319"
2020,"Lowe, Nathaniel",139,"L",74,27,"36.5",".315",47,"63.5",".313"
2020,"Kiermaier, Kevin",139,"L",158,41,"25.9",".430",117,"74.1",".256"
2020,"Lowe, Brandon",139,"L",224,133,"59.4",".475",91,"40.6",".253"
2020,"Zunino, Mike",139,"R",84,64,"76.2",".213",20,"23.8",".412"
2020,"Renfroe, Hunter",139,"R",138,102,"73.9",".237",36,"26.1",".400"
2020,"Choi, Ji Man",139,"L",132,64,"48.5",".272",68,"51.5",".356"
2020,"Tsutsugo, Yoshi",139,"L",184,64,"34.8",".295",120,"65.2",".316"
2020,"Phillips, Brett",139,"L",59,28,"47.5",".360",31,"52.5",".254"
2020,"Adames, Willy",139,"R",205,43,"21.0",".361",162,"79.0",".343"
2020,"Brosseau, Mike",139,"R",98,29,"29.6",".459",69,"70.4",".367"
2020,"Barnhart, Tucker",113,"L",110,50,"45.5",".323",60,"54.5",".274"
