"year","name","team_id","bat_side","total_pa","pa_shades","pa_shade_percent","woba_shade","pa_non_shades","pa_non_shade_percent","woba_non_shade"
2023,"Renfroe, Hunter",113,"R",544,71,"13.1",".245",473,"86.9",".320"
2023,"Steer, Spencer",113,"R",665,47,"7.1",".270",618,"92.9",".361"
2023,"Benson, Will",113,"L",328,187,"57.0",".364",141,"43.0",".379"
2023,"Vosler, Jason",113,"L",64,27,"42.2",".140",37,"57.8",".322"
2023,"Friedl, TJ",113,"L",553,109,"19.7",".260",444,"80.3",".375"
2023,"India, Jonathan",113,"R",527,45,"8.5",".342",482,"91.5",".326"
2023,"Fairchild, Stuart",113,"R",255,30,"11.8",".416",225,"88.2",".299"
2023,"Votto, Joey",113,"L",242,139,"57.4",".268",103,"42.6",".404"
2023,"De La Cruz, Elly",113,"L",301,166,"55.1",".322",135,"44.9",".361"
2023,"McLain, Matt",113,"R",403,31,"7.7",".529",372,"92.3",".357"
2023,"Julien, Edouard",142,"L",408,219,"53.7",".350",189,"46.3",".385"
2023,"Larnach, Trevor",142,"L",211,102,"48.3",".291",109,"51.7",".334"
2023,"Wallner, Matt",142,"L",253,175,"69.2",".379",78,"30.8",".372"
2023,"Kepler, Max",142,"L",491,284,"57.8",".310",207,"42.2",".400"
2023,"Kirilloff, Alex",142,"L",316,179,"56.6",".364",137,"43.4",".321"
2023,"Buxton, Byron",142,"R",345,50,"14.5",".386",295,"85.5",".299"
2023,"Gordon, Nick",142,"L",93,24,"25.8",".191",69,"74.2",".220"
2023,"Polanco, Jorge",142,"L",252,137,"54.4",".329",115,"45.6",".342"
2023,"Gallo, Joey",142,"L",331,237,"71.6",".277",94,"28.4",".427"
2023,"Lewis, Royce",142,"R",239,23,"9.6",".309",216,"90.4",".402"
2023,"Castro, Willi",142,"L",277,109,"39.4",".299",168,"60.6",".374"
2023,"Neto, Zach",108,"R",329,29,"8.8",".311",300,"91.2",".301"
2023,"Wallach, Chad",108,"R",167,20,"12.0",".430",147,"88.0",".258"
2023,"Walsh, Jared",108,"L",116,75,"64.7",".234",41,"35.3",".201"
2023,"Cabbage, Trey",108,"L",56,27,"48.2",".244",29,"51.8",".232"
2023,"Velazquez, Andrew",108,"L",64,24,"37.5",".291",40,"62.5",".181"
2023,"Drury, Brandon",108,"R",522,53,"10.2",".376",469,"89.8",".336"
2023,"Rengifo, Luis",108,"L",319,128,"40.1",".271",191,"59.9",".352"
2023,"Schanuel, Nolan",108,"L",131,47,"35.9",".315",84,"64.1",".349"
2023,"Thaiss, Matt",108,"L",306,152,"49.7",".270",154,"50.3",".321"
2023,"Trout, Mike",108,"R",359,44,"12.3",".300",315,"87.7",".378"
2023,"Ohtani, Shohei",108,"L",573,364,"63.5",".438",209,"36.5",".426"
2023,"Escobar, Eduardo",108,"L",192,106,"55.2",".248",86,"44.8",".195"
2023,"Moustakas, Mike",108,"L",380,231,"60.8",".310",149,"39.2",".264"
2023,"Phillips, Brett",108,"L",70,29,"41.4",".290",41,"58.6",".241"
2023,"Grichuk, Randal",108,"R",469,62,"13.2",".283",407,"86.8",".340"
2023,"Moniak, Mickey",108,"L",319,174,"54.5",".307",145,"45.5",".379"
2023,"Altuve, Jose",117,"R",409,27,"6.6",".498",382,"93.4",".387"
2023,"Alvarez, Yordan",117,"L",490,369,"75.3",".383",121,"24.7",".519"
2023,"Singleton, Jon",117,"L",105,78,"74.3",".206",27,"25.7",".354"
2023,"Tucker, Kyle",117,"L",665,429,"64.5",".357",236,"35.5",".399"
2023,"Peña, Jeremy",117,"R",631,31,"4.9",".498",600,"95.1",".299"
2023,"Bregman, Alex",117,"R",723,72,"10.0",".332",651,"90.0",".353"
2023,"Maldonado, Martín",117,"R",406,28,"6.9",".312",378,"93.1",".261"
2023,"Brantley, Michael",117,"L",57,35,"61.4",".280",22,"38.6",".355"
2023,"Abreu, José",117,"R",590,23,"3.9",".358",567,"96.1",".293"
2023,"Riley, Austin",144,"R",709,73,"10.3",".401",636,"89.7",".358"
2023,"Olson, Matt",144,"L",710,421,"59.3",".406",289,"40.7",".425"
2023,"Pillar, Kevin",144,"R",206,31,"15.0",".283",175,"85.0",".279"
2023,"Harris II, Michael",144,"L",538,178,"33.1",".382",360,"66.9",".327"
2023,"Acuña Jr., Ronald",144,"R",731,73,"10.0",".518",658,"90.0",".418"
2023,"Murphy, Sean",144,"R",434,30,"6.9",".469",404,"93.1",".352"
2023,"Ozuna, Marcell",144,"R",590,52,"8.8",".457",538,"91.2",".374"
2023,"Lopez, Nicky",144,"L",262,40,"15.3",".180",222,"84.7",".308"
2023,"Rosario, Eddie",144,"L",513,294,"57.3",".291",219,"42.7",".367"
2023,"Albies, Ozzie",144,"L",519,295,"56.8",".318",224,"43.2",".373"
2023,"Hilliard, Sam",144,"L",77,35,"45.5",".224",42,"54.5",".393"
2023,"Conforto, Michael",137,"L",457,172,"37.6",".296",285,"62.4",".329"
2023,"Crawford, Brandon",137,"L",317,132,"41.6",".213",185,"58.4",".286"
2023,"Wisely, Brett",137,"L",128,24,"18.8",".081",104,"81.3",".261"
2023,"Haniger, Mitch",137,"R",220,23,"10.5",".338",197,"89.5",".253"
2023,"Yastrzemski, Mike",137,"L",369,145,"39.3",".282",224,"60.7",".365"
2023,"Davis, J.D.",137,"R",535,44,"8.2",".285",491,"91.8",".320"
2023,"Wade Jr., LaMonte",137,"L",507,170,"33.5",".294",337,"66.5",".367"
2023,"Sabol, Blake",137,"L",339,98,"28.9",".328",241,"71.1",".288"
2023,"Pederson, Joc",137,"L",409,235,"57.5",".300",174,"42.5",".375"
2023,"DeJong, Paul",137,"R",392,30,"7.7",".221",362,"92.3",".270"
2023,"Villar, David",137,"R",137,28,"20.4",".145",109,"79.6",".258"
2023,"Bailey, Patrick",137,"L",240,86,"35.8",".148",154,"64.2",".302"
2023,"Flores, Wilmer",137,"R",452,44,"9.7",".342",408,"90.3",".372"
2023,"Kim, Ha-Seong",135,"R",618,48,"7.8",".446",570,"92.2",".322"
2023,"Sullivan, Brett",135,"L",86,30,"34.9",".343",56,"65.1",".173"
2023,"Profar, Jurickson",135,"L",373,183,"49.1",".298",190,"50.9",".287"
2023,"Cronenworth, Jake",135,"L",509,178,"35.0",".294",331,"65.0",".304"
2023,"Tatis Jr., Fernando",135,"R",623,44,"7.1",".204",579,"92.9",".337"
2023,"Grisham, Trent",135,"L",546,198,"36.3",".275",348,"63.7",".310"
2023,"Carpenter, Matt",135,"L",232,129,"55.6",".338",103,"44.4",".230"
2023,"Machado, Manny",135,"R",589,38,"6.5",".328",551,"93.5",".329"
2023,"Soto, Juan",135,"L",688,373,"54.2",".382",315,"45.8",".403"
2023,"Sánchez, Gary",135,"R",267,44,"16.5",".378",223,"83.5",".320"
2023,"Odor, Rougned",135,"L",157,82,"52.2",".212",75,"47.8",".378"
2023,"Choi, Ji Man",135,"L",117,67,"57.3",".313",50,"42.7",".205"
2023,"Perez, Salvador",118,"R",573,75,"13.1",".244",498,"86.9",".307"
2023,"Pratto, Nick",118,"L",344,165,"48.0",".286",179,"52.0",".300"
2023,"Bradley Jr., Jackie",118,"L",112,41,"36.6",".155",71,"63.4",".198"
2023,"Pasquantino, Vinnie",118,"L",258,141,"54.7",".318",117,"45.3",".338"
2023,"Melendez, MJ",118,"L",600,334,"55.7",".279",266,"44.3",".349"
2023,"Witt Jr., Bobby",118,"R",691,34,"4.9",".326",657,"95.1",".344"
2023,"Isbel, Kyle",118,"L",312,138,"44.2",".279",174,"55.8",".289"
2023,"Waters, Drew",118,"L",250,134,"53.6",".270",116,"46.4",".354"
2023,"Massey, Michael",118,"L",459,218,"47.5",".236",241,"52.5",".325"
2023,"Beaty, Matt",118,"L",71,52,"73.2",".354",19,"26.8",".131"
2023,"Torkelson, Spencer",116,"R",678,71,"10.5",".287",607,"89.5",".332"
2023,"Báez, Javier",116,"R",543,40,"7.4",".406",503,"92.6",".249"
2023,"Carpenter, Kerry",116,"L",451,230,"51.0",".363",221,"49.0",".335"
2023,"Maton, Nick",116,"L",290,100,"34.5",".272",190,"65.5",".266"
2023,"Greene, Riley",116,"L",411,172,"41.8",".377",239,"58.2",".321"
2023,"McKinstry, Zach",116,"L",514,194,"37.7",".214",320,"62.3",".336"
2023,"Meadows, Parker",116,"L",144,67,"46.5",".344",77,"53.5",".277"
2023,"Baddoo, Akil",116,"L",351,93,"26.5",".194",258,"73.5",".338"
2023,"Ibáñez, Andy",116,"R",381,28,"7.3",".349",353,"92.7",".318"
2023,"Rogers, Jake",116,"R",361,27,"7.5",".311",334,"92.5",".308"
2023,"Contreras, William",158,"R",609,40,"6.6",".610",569,"93.4",".340"
2023,"Winker, Jesse",158,"L",196,113,"57.7",".258",83,"42.3",".288"
2023,"Adames, Willy",158,"R",637,85,"13.3",".392",552,"86.7",".299"
2023,"Santana, Carlos",158,"L",456,261,"57.2",".280",195,"42.8",".359"
2023,"Perkins, Blake",158,"L",109,35,"32.1",".319",74,"67.9",".311"
2023,"Taylor, Tyrone",158,"R",243,52,"21.4",".236",191,"78.6",".320"
2023,"Wiemer, Joey",158,"R",410,45,"11.0",".212",365,"89.0",".293"
2023,"Yelich, Christian",158,"L",625,211,"33.8",".284",414,"66.2",".389"
2023,"Santana, Carlos",158,"R",161,36,"22.4",".330",125,"77.6",".362"
2023,"Mitchell, Garrett",158,"L",73,29,"39.7",".474",44,"60.3",".227"
2023,"Tellez, Rowdy",158,"L",347,221,"63.7",".267",126,"36.3",".331"
2023,"Frelick, Sal",158,"L",223,37,"16.6",".346",186,"83.4",".302"
2023,"Turang, Brice",158,"L",447,107,"23.9",".256",340,"76.1",".263"
2023,"Monasterio, Andruw",158,"R",315,33,"10.5",".278",282,"89.5",".305"
2023,"Canha, Mark",158,"R",502,64,"12.7",".381",438,"87.3",".323"
2023,"Caratini, Victor",158,"L",167,86,"51.5",".317",81,"48.5",".332"
2023,"Rivera, Emmanuel",109,"R",283,29,"10.2",".474",254,"89.8",".275"
2023,"Perdomo, Geraldo",109,"L",423,163,"38.5",".325",260,"61.5",".331"
2023,"Herrera, Jose",109,"L",93,32,"34.4",".264",61,"65.6",".248"
2023,"Peterson, Jace",109,"L",428,175,"40.9",".280",253,"59.1",".271"
2023,"Carroll, Corbin",109,"L",642,214,"33.3",".337",428,"66.7",".385"
2023,"Thomas, Alek",109,"L",400,105,"26.3",".285",295,"73.8",".277"
2023,"Marte, Ketel",109,"R",198,41,"20.7",".425",157,"79.3",".365"
2023,"Walker, Christian",109,"R",657,74,"11.3",".438",583,"88.7",".337"
2023,"Smith, Pavin",109,"L",226,65,"28.8",".178",161,"71.2",".342"
2023,"McCarthy, Jake",109,"L",311,78,"25.1",".293",233,"74.9",".286"
2023,"Gurriel Jr., Lourdes",109,"R",591,31,"5.2",".245",560,"94.8",".334"
2023,"Marte, Ketel",109,"L",450,173,"38.4",".344",277,"61.6",".359"
2023,"Outman, James",119,"L",566,293,"51.8",".340",273,"48.2",".349"
2023,"Peralta, David",119,"L",421,204,"48.5",".307",217,"51.5",".274"
2023,"Freeman, Freddie",119,"L",716,351,"49.0",".386",365,"51.0",".434"
2023,"Rosario, Amed",119,"R",544,23,"4.2",".402",521,"95.8",".293"
2023,"Smith, Will",119,"R",551,34,"6.2",".298",517,"93.8",".349"
2023,"Hernández, Enrique",119,"R",505,64,"12.7",".304",441,"87.3",".278"
2023,"Wong, Kolten",119,"L",250,67,"26.8",".196",183,"73.2",".251"
2023,"Heyward, Jason",119,"L",376,222,"59.0",".329",154,"41.0",".374"
2023,"Muncy, Max",119,"L",574,352,"61.3",".379",222,"38.7",".291"
2023,"Betts, Mookie",119,"R",689,74,"10.7",".414",615,"89.3",".418"
2023,"Busch, Michael",119,"L",81,44,"54.3",".197",37,"45.7",".292"
2023,"Taylor, Chris",119,"R",380,32,"8.4",".361",348,"91.6",".318"
2023,"Chisholm Jr., Jazz",146,"L",383,159,"41.5",".306",224,"58.5",".339"
2023,"Soler, Jorge",146,"R",575,101,"17.6",".350",474,"82.4",".362"
2023,"De La Cruz, Bryan",146,"R",624,43,"6.9",".197",581,"93.1",".316"
2023,"Sánchez, Jesús",146,"L",401,138,"34.4",".290",263,"65.6",".357"
2023,"Wendle, Joey",146,"L",317,57,"18.0",".188",260,"82.0",".255"
2023,"Arraez, Luis",146,"L",607,57,"9.4",".310",550,"90.6",".375"
2023,"Bell, Josh",146,"L",429,176,"41.0",".315",253,"59.0",".298"
2023,"Burger, Jake",146,"R",540,54,"10.0",".546",486,"90.0",".327"
2023,"Frazier, Adam",110,"L",454,135,"29.7",".293",319,"70.3",".305"
2023,"Santander, Anthony",110,"R",169,20,"11.8",".284",149,"88.2",".354"
2023,"Rutschman, Adley",110,"R",191,38,"19.9",".292",153,"80.1",".413"
2023,"Henderson, Gunnar",110,"L",620,324,"52.3",".324",296,"47.7",".369"
2023,"Kjerstad, Heston",110,"L",33,24,"72.7",".270",9,"27.3",".463"
2023,"Hays, Austin",110,"R",565,48,"8.5",".303",517,"91.5",".332"
2023,"Cowser, Colton",110,"L",76,44,"57.9",".203",32,"42.1",".243"
2023,"O'Hearn, Ryan",110,"L",366,236,"64.5",".329",130,"35.5",".358"
2023,"Mullins, Cedric",110,"L",453,202,"44.6",".279",251,"55.4",".337"
2023,"Rutschman, Adley",110,"L",489,295,"60.3",".350",194,"39.7",".319"
2023,"Hicks, Aaron",110,"L",238,144,"60.5",".274",94,"39.5",".335"
2023,"Santander, Anthony",110,"L",484,316,"65.3",".320",168,"34.7",".374"
2023,"Suwinski, Jack",134,"L",532,216,"40.6",".335",316,"59.4",".345"
2023,"Joe, Connor",134,"R",471,31,"6.6",".270",440,"93.4",".336"
2023,"Reynolds, Bryan",134,"L",436,190,"43.6",".351",246,"56.4",".347"
2023,"McCutchen, Andrew",134,"R",472,89,"18.9",".352",383,"81.1",".344"
2023,"Davis, Henry",134,"R",253,33,"13.0",".300",220,"87.0",".286"
2023,"Bae, Ji Hwan",134,"L",371,39,"10.5",".198",332,"89.5",".281"
2023,"Hayes, Ke'Bryan",134,"R",524,20,"3.8",".251",504,"96.2",".327"
2023,"Marcano, Tucupita",134,"L",220,34,"15.5",".233",186,"84.5",".283"
2023,"Rivas III, Alfonso",134,"L",122,53,"43.4",".358",69,"56.6",".283"
2023,"Reynolds, Bryan",134,"R",202,42,"20.8",".328",160,"79.2",".310"
2023,"Palacios, Joshua",134,"L",264,57,"21.6",".266",207,"78.4",".305"
2023,"Rodríguez, Endy",134,"L",146,52,"35.6",".355",94,"64.4",".279"
2023,"Heim, Jonah",140,"L",411,249,"60.6",".271",162,"39.4",".374"
2023,"Semien, Marcus",140,"R",751,82,"10.9",".321",669,"89.1",".359"
2023,"Smith, Josh",140,"L",232,84,"36.2",".272",148,"63.8",".295"
2023,"Taveras, Leody",140,"L",403,102,"25.3",".297",301,"74.7",".341"
2023,"Jankowski, Travis",140,"L",287,39,"13.6",".315",248,"86.4",".312"
2023,"Carter, Evan",140,"L",74,32,"43.2",".305",42,"56.8",".534"
2023,"García, Adolis",140,"R",631,57,"9.0",".246",574,"91.0",".366"
2023,"Seager, Corey",140,"L",527,346,"65.7",".439",181,"34.3",".380"
2023,"Grossman, Robbie",140,"L",282,142,"50.4",".278",140,"49.6",".291"
2023,"Jung, Josh",140,"R",514,27,"5.3",".342",487,"94.7",".334"
2023,"Lowe, Nathaniel",140,"L",722,254,"35.2",".345",468,"64.8",".337"
2023,"Garver, Mitch",140,"R",342,42,"12.3",".444",300,"87.7",".363"
2023,"Casas, Triston",111,"L",499,237,"47.5",".372",262,"52.5",".361"
2023,"Abreu, Wilyer",111,"L",85,47,"55.3",".403",38,"44.7",".340"
2023,"Verdugo, Alex",111,"L",601,207,"34.4",".316",394,"65.6",".325"
2023,"Turner, Justin",111,"R",625,51,"8.2",".435",574,"91.8",".338"
2023,"Valdez, Enmanuel",111,"L",148,62,"41.9",".330",86,"58.1",".331"
2023,"Duvall, Adam",111,"R",352,53,"15.1",".369",299,"84.9",".343"
2023,"Duran, Jarren",111,"L",360,103,"28.6",".380",257,"71.4",".342"
2023,"McGuire, Reese",111,"L",206,67,"32.5",".308",139,"67.5",".286"
2023,"Yoshida, Masataka",111,"L",580,183,"31.6",".347",397,"68.4",".334"
2023,"Devers, Rafael",111,"L",645,347,"53.8",".341",298,"46.2",".382"
2023,"Díaz, Elias",115,"R",525,47,"9.0",".249",478,"91.0",".320"
2023,"Toglia, Michael",115,"L",104,48,"46.2",".315",56,"53.8",".238"
2023,"Tovar, Ezequiel",115,"R",615,32,"5.2",".290",583,"94.8",".299"
2023,"Blackmon, Charlie",115,"L",413,221,"53.5",".339",192,"46.5",".362"
2023,"Jones, Nolan",115,"L",419,219,"52.3",".402",200,"47.7",".388"
2023,"Bryant, Kris",115,"R",334,34,"10.2",".212",300,"89.8",".311"
2023,"McMahon, Ryan",115,"L",624,303,"48.6",".368",321,"51.4",".285"
2023,"Doyle, Brenton",115,"R",431,39,"9.0",".154",392,"91.0",".268"
2023,"Castro, Harold",115,"L",270,81,"30.0",".288",189,"70.0",".246"
2023,"Cabrera, Oswaldo",147,"L",260,112,"43.1",".260",148,"56.9",".250"
2023,"McKinney, Billy",147,"L",146,102,"69.9",".297",44,"30.1",".355"
2023,"Volpe, Anthony",147,"R",600,43,"7.2",".300",557,"92.8",".289"
2023,"Stanton, Giancarlo",147,"R",411,37,"9.0",".332",374,"91.0",".292"
2023,"Bauers, Jake",147,"L",271,186,"68.6",".309",85,"31.4",".275"
2023,"Rortvedt, Ben",147,"L",79,42,"53.2",".287",37,"46.8",".142"
2023,"Wells, Austin",147,"L",75,41,"54.7",".312",34,"45.3",".305"
2023,"Judge, Aaron",147,"R",448,82,"18.3",".387",366,"81.7",".426"
2023,"Cordero, Franchy",147,"L",71,36,"50.7",".100",35,"49.3",".478"
2023,"Torres, Gleyber",147,"R",670,48,"7.2",".385",622,"92.8",".342"
2023,"Rizzo, Anthony",147,"L",420,301,"71.7",".316",119,"28.3",".302"
2023,"Calhoun, Willie",147,"L",147,89,"60.5",".342",58,"39.5",".259"
2023,"Marlowe, Cade",136,"L",100,50,"50.0",".378",50,"50.0",".276"
2023,"Hernández, Teoscar",136,"R",676,37,"5.5",".285",639,"94.5",".318"
2023,"Trammell, Taylor",136,"L",55,28,"50.9",".178",27,"49.1",".370"
2023,"Suárez, Eugenio",136,"R",693,70,"10.1",".405",623,"89.9",".302"
2023,"Canzone, Dominic",136,"L",182,100,"54.9",".260",82,"45.1",".308"
2023,"Ford, Mike",136,"L",249,185,"74.3",".361",64,"25.7",".299"
2023,"Raleigh, Cal",136,"L",460,328,"71.3",".331",132,"28.7",".351"
2023,"Rodríguez, Julio",136,"R",706,28,"4.0",".280",678,"96.0",".349"
2023,"Rojas, Josh",136,"L",349,113,"32.4",".294",236,"67.6",".277"
2023,"Crawford, J.P.",136,"L",637,219,"34.4",".346",418,"65.6",".366"
2023,"Kelenic, Jarred",136,"L",410,237,"57.8",".328",173,"42.2",".315"
2023,"Marsh, Brandon",143,"L",465,170,"36.6",".339",295,"63.4",".370"
2023,"Realmuto, J.T.",143,"R",536,39,"7.3",".288",497,"92.7",".327"
2023,"Cave, Jake",143,"L",199,97,"48.7",".213",102,"51.3",".318"
2023,"Clemens, Kody",143,"L",148,73,"49.3",".275",75,"50.7",".286"
2023,"Stubbs, Garrett",143,"L",122,49,"40.2",".177",73,"59.8",".301"
2023,"Castro, Rodolfo",143,"L",130,33,"25.4",".176",97,"74.6",".224"
2023,"Stott, Bryson",143,"L",633,168,"26.5",".362",465,"73.5",".309"
2023,"Harper, Bryce",143,"L",534,322,"60.3",".387",212,"39.7",".384"
2023,"Hall, Darick",143,"L",56,27,"48.2",".244",29,"51.8",".146"
2023,"Schwarber, Kyle",143,"L",710,475,"66.9",".346",235,"33.1",".363"
2023,"Castellanos, Nick",143,"R",666,91,"13.7",".307",575,"86.3",".339"
2023,"Turner, Trea",143,"R",684,44,"6.4",".476",640,"93.6",".325"
2023,"Kemp, Tony",133,"L",419,96,"22.9",".209",323,"77.1",".296"
2023,"Bleday, JJ",133,"L",303,136,"44.9",".283",167,"55.1",".308"
2023,"Rooker, Brent",133,"R",525,48,"9.1",".270",477,"90.9",".356"
2023,"Brown, Seth",133,"L",376,220,"58.5",".309",156,"41.5",".284"
2023,"Langeliers, Shea",133,"R",487,42,"8.6",".324",445,"91.4",".288"
2023,"Butler, Lawrence",133,"L",128,59,"46.1",".228",69,"53.9",".274"
2023,"Soderstrom, Tyler",133,"L",138,75,"54.3",".204",63,"45.7",".230"
2023,"Noda, Ryan",133,"L",494,276,"55.9",".353",218,"44.1",".327"
2023,"Gelof, Zack",133,"R",298,29,"9.7",".287",269,"90.3",".363"
2023,"Díaz, Aledmys",133,"R",340,29,"8.5",".250",311,"91.5",".272"
2023,"Capel, Conner",133,"L",86,37,"43.0",".405",49,"57.0",".259"
2023,"Springer, George",141,"R",681,57,"8.4",".365",624,"91.6",".316"
2023,"Guerrero Jr., Vladimir",141,"R",676,36,"5.3",".414",640,"94.7",".336"
2023,"Biggio, Cavan",141,"L",338,151,"44.7",".285",187,"55.3",".344"
2023,"Kiermaier, Kevin",141,"L",408,128,"31.4",".320",280,"68.6",".320"
2023,"Chapman, Matt",141,"R",580,49,"8.4",".341",531,"91.6",".327"
2023,"Belt, Brandon",141,"L",403,219,"54.3",".348",184,"45.7",".394"
2023,"Jansen, Danny",141,"R",300,34,"11.3",".358",266,"88.7",".334"
2023,"Varsho, Daulton",141,"L",579,229,"39.6",".292",350,"60.4",".292"
2023,"Contreras, Willson",138,"R",486,36,"7.4",".406",450,"92.6",".351"
2023,"Nootbaar, Lars",138,"L",492,166,"33.7",".333",326,"66.3",".354"
2023,"Walker, Jordan",138,"R",456,37,"8.1",".476",419,"91.9",".331"
2023,"Gorman, Nolan",138,"L",458,213,"46.5",".284",245,"53.5",".394"
2023,"Arenado, Nolan",138,"R",599,37,"6.2",".464",562,"93.8",".321"
2023,"Donovan, Brendan",138,"L",361,110,"30.5",".285",251,"69.5",".373"
2023,"Edman, Tommy",138,"L",299,87,"29.1",".259",212,"70.9",".323"
2023,"Carlson, Dylan",138,"L",170,59,"34.7",".312",111,"65.3",".244"
2023,"Burleson, Alec",138,"L",346,175,"50.6",".272",171,"49.4",".331"
2023,"Brennan, Will",114,"L",453,73,"16.1",".267",380,"83.9",".288"
2023,"Ramírez, José",114,"R",222,46,"20.7",".238",176,"79.3",".330"
2023,"Giménez, Andrés",114,"L",613,125,"20.4",".313",488,"79.6",".308"
2023,"Naylor, Josh",114,"L",485,178,"36.7",".379",307,"63.3",".340"
2023,"Laureano, Ramón",114,"R",404,35,"8.7",".394",369,"91.3",".289"
2023,"Ramírez, José",114,"L",445,244,"54.8",".392",201,"45.2",".331"
2023,"Naylor, Bo",114,"L",229,111,"48.5",".313",118,"51.5",".378"
2023,"Kwan, Steven",114,"L",716,68,"9.5",".328",648,"90.5",".312"
2023,"Calhoun, Kole",114,"L",174,111,"63.8",".325",63,"36.2",".218"
2023,"Haase, Eric",114,"R",291,31,"10.7",".262",260,"89.3",".230"
2023,"Smith, Dominic",120,"L",581,288,"49.6",".331",293,"50.4",".281"
2023,"Meneses, Joey",120,"R",653,32,"4.9",".197",621,"95.1",".318"
2023,"Blankenhorn, Travis",120,"L",37,29,"78.4",".232",8,"21.6",".371"
2023,"Alu, Jake",120,"L",171,51,"29.8",".259",120,"70.2",".263"
2023,"García Jr., Luis",120,"L",481,139,"28.9",".339",342,"71.1",".280"
2023,"Ruiz, Keibert",120,"L",398,230,"57.8",".238",168,"42.2",".403"
2023,"Call, Alex",120,"R",439,23,"5.2",".380",416,"94.8",".275"
2023,"Vargas, Ildemaro",120,"L",174,49,"28.2",".255",125,"71.8",".268"
2023,"Thomas, Lane",120,"R",678,59,"8.7",".386",619,"91.3",".328"
2023,"Dickerson, Corey",120,"L",151,43,"28.5",".234",108,"71.5",".297"
2023,"Abrams, CJ",120,"L",608,130,"21.4",".325",478,"78.6",".302"
2023,"Colás, Oscar",145,"L",262,95,"36.3",".249",167,"63.7",".249"
2023,"Benintendi, Andrew",145,"L",615,209,"34.0",".287",406,"66.0",".304"
2023,"Robert Jr., Luis",145,"R",590,50,"8.5",".272",540,"91.5",".366"
2023,"Sheets, Gavin",145,"L",342,184,"53.8",".212",158,"46.2",".318"
2023,"Thompson, Trayce",145,"R",178,20,"11.2",".294",158,"88.8",".264"
2023,"Moncada, Yoán",145,"L",286,113,"39.5",".301",173,"60.5",".316"
2023,"Jiménez, Eloy",145,"R",487,45,"9.2",".383",442,"90.8",".319"
2023,"Grandal, Yasmani",145,"L",309,167,"54.0",".303",142,"46.0",".263"
2023,"Andrus, Elvis",145,"R",405,20,"4.9",".203",385,"95.1",".295"
2023,"Canario, Alexander",112,"R",16,0,"0.0",".000",16,"100.0",".411"
