"year","name","team_id","bat_side","total_pa","pa_shades","pa_shade_percent","woba_shade","pa_non_shades","pa_non_shade_percent","woba_non_shade"
2024,"Bellinger, Cody",112,"L",395,200,"50.6",".283",195,"49.4",".371"
2024,"Crow-Armstrong, Pete",112,"L",255,72,"28.2",".190",183,"71.8",".283"
2024,"Swanson, Dansby",112,"R",427,39,"9.1",".246",388,"90.9",".289"
2024,"Happ, Ian",112,"L",374,167,"44.7",".299",207,"55.3",".362"
2024,"Paredes, Isaac",112,"R",486,75,"15.4",".317",411,"84.6",".342"
2024,"Tauchman, Mike",112,"L",305,91,"29.8",".308",214,"70.2",".323"
2024,"Busch, Michael",112,"L",422,227,"53.8",".366",195,"46.2",".328"
2024,"Lindor, Francisco",121,"L",403,223,"55.3",".325",180,"44.7",".365"
2024,"McNeil, Jeff",121,"L",411,93,"22.6",".305",318,"77.4",".293"
2024,"Nimmo, Brandon",121,"L",489,128,"26.2",".353",361,"73.8",".323"
2024,"Winker, Jesse",121,"L",417,210,"50.4",".358",207,"49.6",".327"
2024,"Caballero, José",139,"R",359,47,"13.1",".326",312,"86.9",".286"
2024,"Morel, Christopher",139,"R",475,80,"16.8",".354",395,"83.2",".275"
2024,"Lowe, Brandon",139,"L",276,191,"69.2",".337",85,"30.8",".390"
2024,"Palacios, Richie",139,"L",299,135,"45.2",".294",164,"54.8",".321"
2024,"Rortvedt, Ben",139,"L",250,115,"46.0",".358",135,"54.0",".261"
2024,"De La Cruz, Elly",113,"L",337,172,"51.0",".368",165,"49.0",".413"
2024,"Benson, Will",113,"L",329,159,"48.3",".266",170,"51.7",".319"
2024,"Candelario, Jeimer",113,"L",301,146,"48.5",".248",155,"51.5",".377"
2024,"Steer, Spencer",113,"R",492,40,"8.1",".206",452,"91.9",".339"
2024,"Fraley, Jake",113,"L",282,122,"43.3",".291",160,"56.7",".326"
2024,"Castro, Willi",142,"L",363,143,"39.4",".337",220,"60.6",".328"
2024,"Santana, Carlos",142,"L",321,226,"70.4",".309",95,"29.6",".297"
2024,"Larnach, Trevor",142,"L",282,174,"61.7",".298",108,"38.3",".356"
2024,"Miranda, Jose",142,"R",330,36,"10.9",".335",294,"89.1",".365"
2024,"Kepler, Max",142,"L",358,207,"57.8",".315",151,"42.2",".319"
2024,"Moniak, Mickey",108,"L",322,171,"53.1",".247",151,"46.9",".298"
2024,"Neto, Zach",108,"R",444,50,"11.3",".310",394,"88.7",".347"
2024,"Calhoun, Willie",108,"L",253,171,"67.6",".332",82,"32.4",".247"
2024,"Schanuel, Nolan",108,"L",464,205,"44.2",".327",259,"55.8",".308"
2024,"Tucker, Kyle",117,"L",252,191,"75.8",".428",61,"24.2",".336"
2024,"Alvarez, Yordan",117,"L",472,382,"80.9",".404",90,"19.1",".366"
2024,"Altuve, Jose",117,"R",509,71,"13.9",".285",438,"86.1",".348"
2024,"Peña, Jeremy",117,"R",481,45,"9.4",".372",436,"90.6",".308"
2024,"Singleton, Jon",117,"L",321,248,"77.3",".301",73,"22.7",".295"
2024,"Bregman, Alex",117,"R",499,66,"13.2",".347",433,"86.8",".331"
2024,"Olson, Matt",144,"L",506,291,"57.5",".308",215,"42.5",".330"
2024,"Albies, Ozzie",144,"L",293,179,"61.1",".271",114,"38.9",".304"
2024,"Rosario, Eddie",144,"L",319,166,"52.0",".251",153,"48.0",".208"
2024,"Duvall, Adam",144,"R",317,48,"15.1",".261",269,"84.9",".243"
2024,"Soler, Jorge",144,"R",442,100,"22.6",".390",342,"77.4",".316"
2024,"Harris II, Michael",144,"L",285,98,"34.4",".242",187,"65.6",".311"
2024,"Riley, Austin",144,"R",455,36,"7.9",".357",419,"92.1",".343"
2024,"Kelenic, Jarred",144,"L",385,182,"47.3",".295",203,"52.7",".302"
2024,"Yastrzemski, Mike",137,"L",338,179,"53.0",".314",159,"47.0",".316"
2024,"Canha, Mark",137,"R",410,49,"12.0",".292",361,"88.0",".310"
2024,"Wade Jr., LaMonte",137,"L",280,151,"53.9",".332",129,"46.1",".375"
2024,"Conforto, Michael",137,"L",362,177,"48.9",".356",185,"51.1",".303"
2024,"Bailey, Patrick",137,"L",274,137,"50.0",".278",137,"50.0",".319"
2024,"Cronenworth, Jake",135,"L",484,159,"32.9",".340",325,"67.1",".304"
2024,"Profar, Jurickson",135,"L",347,148,"42.7",".376",199,"57.3",".365"
2024,"Arraez, Luis",135,"L",511,43,"8.4",".346",468,"91.6",".313"
2024,"Merrill, Jackson",135,"L",437,127,"29.1",".261",310,"70.9",".376"
2024,"Pasquantino, Vinnie",118,"L",488,339,"69.5",".289",149,"30.5",".401"
2024,"Melendez, MJ",118,"L",336,225,"67.0",".283",111,"33.0",".301"
2024,"Isbel, Kyle",118,"L",315,149,"47.3",".330",166,"52.7",".258"
2024,"Perez, Salvador",118,"R",472,84,"17.8",".395",388,"82.2",".334"
