"year","name","team_id","bat_side","total_pa","pa_shifts","pa_shift_percent","woba_shift","pa_non_shifts","pa_non_shift_percent","woba_non_shift"
2020,"Heyward, Jason",112,"L",180,145,"80.6",".357",35,"19.4",".413"
2020,"Kipnis, Jason",112,"L",135,105,"77.8",".352",30,"22.2",".234"
2020,"Rizzo, Anthony",112,"L",239,221,"92.5",".342",18,"7.5",".137"
2020,"Bryant, Kris",112,"R",147,86,"58.5",".338",61,"41.5",".212"
2020,"Happ, Ian",112,"L",172,153,"89.0",".387",19,"11.0",".363"
2020,"Schwarber, Kyle",112,"L",223,196,"87.9",".296",27,"12.1",".388"
2020,"McNeil, Jeff",121,"L",207,87,"42.0",".339",120,"58.0",".375"
2020,"Frazier, Todd",121,"R",171,103,"60.2",".287",68,"39.8",".323"
2020,"Canó, Robinson",121,"L",181,56,"30.9",".358",125,"69.1",".385"
2020,"Nimmo, Brandon",121,"L",225,78,"34.7",".414",147,"65.3",".372"
2020,"Alonso, Pete",121,"R",234,104,"44.4",".414",130,"55.6",".287"
2020,"Smith, Dominic",121,"L",197,109,"55.3",".448",88,"44.7",".376"
2020,"Davis, J.D.",121,"R",228,49,"21.5",".381",179,"78.5",".328"
2020,"Conforto, Michael",121,"L",233,128,"54.9",".419",105,"45.1",".379"
2020,"Tsutsugo, Yoshi",139,"L",184,75,"40.8",".332",109,"59.2",".293"
2020,"Renfroe, Hunter",139,"R",138,104,"75.4",".232",34,"24.6",".424"
2020,"Meadows, Austin",139,"L",152,100,"65.8",".276",52,"34.2",".322"
2020,"Lowe, Brandon",139,"L",224,148,"66.1",".452",76,"33.9",".254"
2020,"Choi, Ji Man",139,"L",132,83,"62.9",".282",49,"37.1",".372"
2020,"Castellanos, Nick",113,"R",241,169,"70.1",".368",72,"29.9",".238"
2020,"Moustakas, Mike",113,"L",162,130,"80.2",".344",32,"19.8",".322"
2020,"Winker, Jesse",113,"L",183,159,"86.9",".380",24,"13.1",".498"
2020,"Suárez, Eugenio",113,"R",230,173,"75.2",".331",57,"24.8",".335"
2020,"Votto, Joey",113,"L",221,188,"85.1",".356",33,"14.9",".309"
2020,"Goodwin, Brian",113,"L",163,78,"47.9",".287",85,"52.1",".321"
2020,"Galvis, Freddy",113,"L",122,91,"74.6",".350",31,"25.4",".217"
2020,"Barnhart, Tucker",113,"L",110,75,"68.2",".263",35,"31.8",".368"
2020,"Buxton, Byron",142,"R",135,54,"40.0",".326",81,"60.0",".358"
2020,"Polanco, Jorge",142,"L",169,51,"30.2",".322",118,"69.8",".247"
2020,"Sanó, Miguel",142,"R",203,148,"72.9",".348",55,"27.1",".239"
2020,"Gonzalez, Marwin",142,"L",131,111,"84.7",".285",20,"15.3",".316"
2020,"Rosario, Eddie",142,"L",228,198,"86.8",".350",30,"13.2",".235"
2020,"Cave, Jake",142,"L",123,78,"63.4",".248",45,"36.6",".370"
2020,"Cruz, Nelson",142,"R",209,117,"56.0",".457",92,"44.0",".353"
2020,"Kepler, Max",142,"L",196,190,"96.9",".320",6,"3.1",".598"
2020,"Stassi, Max",108,"R",105,47,"44.8",".366",58,"55.2",".374"
2020,"Trout, Mike",108,"R",237,103,"43.5",".453",134,"56.5",".372"
2020,"Pujols, Albert",108,"R",162,86,"53.1",".264",76,"46.9",".304"
2020,"Ohtani, Shohei",108,"L",175,103,"58.9",".278",72,"41.1",".307"
2020,"Upton, Justin",108,"R",166,63,"38.0",".316",103,"62.0",".301"
2020,"Walsh, Jared",108,"L",108,80,"74.1",".380",28,"25.9",".432"
2020,"Correa, Carlos",117,"R",218,57,"26.1",".311",161,"73.9",".309"
2020,"Springer, George",117,"R",220,101,"45.9",".366",119,"54.1",".390"
2020,"Bregman, Alex",117,"R",178,59,"33.1",".344",119,"66.9",".348"
2020,"Brantley, Michael",117,"L",187,130,"69.5",".328",57,"30.5",".441"
2020,"Reddick, Josh",117,"L",209,155,"74.2",".304",54,"25.8",".309"
2020,"Tucker, Kyle",117,"L",226,190,"84.1",".312",36,"15.9",".540"
2020,"Gurriel, Yuli",117,"R",230,47,"20.4",".430",183,"79.6",".243"
